"1","01","ozan","OZAN","ozan","Ozan","O250","OSN","01190","284","01284","2","26","6","618","469","500","93","6.6","4.91667","46.3833","2866","51546","+45456","462330","170","205"
"2","01","cormoranche-sur-saone","CORMORANCHE-SUR-SAONE","cormoranche sur saone","Cormoranche-sur-Saône","C65652625","KRMRNXSRSN","01290","123","01123","2","27","6","1058","903","1000","107","9.85","4.83333","46.2333","2772","51379","+44953","461427","168","211"
"3","01","plagne-01","PLAGNE","plagne","Plagne","P425","PLKN","01130","298","01298","4","03","6","129","83","100","20","6.2","5.73333","46.1833","3769","51324","+54342","461131","560","922"
"4","01","tossiat","TOSSIAT","tossiat","Tossiat","T230","TST","01250","422","01422","2","25","6","1406","1111","1400","138","10.17","5.31667","46.1333","3309","51268","+51854","460828","244","501"
"5","01","pouillat","POUILLAT","pouillat","Pouillat","P430","PLT","01250","309","01309","2","33","6","88","58","100","14","6.23","5.43333","46.3333","3435","51475","+52542","461938","333","770"
"6","01","torcieu","TORCIEU","torcieu","Torcieu","T620","TRS","01230","421","01421","1","28","6","698","643","700","65","10.72","5.4","45.9167","3398","51025","+52343","455521","257","782"
"7","01","replonges","REPLONGES","replonges","Replonges","R1452","RPLNJS","01620","320","01320","2","02","6","3500","2841","3300","210","16.6","4.88333","46.3","2833","51456","+45310","461837","169","207"
"8","01","corcelles","CORCELLES","corcelles","Corcelles","C6242","KRSLS","01110","119","01119","4","06","6","243","222","200","17","14.16","5.58333","46.0333","3597","51151","+53428","460208","780","1081"
"9","01","peron","PERON","peron","Péron","P650","PRN","01630","288","01288","3","12","6","2143","1578","1900","82","26.01","5.93333","46.2","3989","51322","+55535","461124","411","1501"
"10","01","relevant","RELEVANT","relevant","Relevant","R4153","RLFNT","01990","319","01319","2","30","6","466","367","400","37","12.38","4.95","46.0833","2903","51211","+45658","460525","235","282"
"11","01","chaveyriat","CHAVEYRIAT","chaveyriat","Chaveyriat","C163","XFRT","01660","096","01096","2","10","6","927","810","900","54","16.87","5.06667","46.1833","3026","51331","+50338","461152","188","260"
"12","01","vaux-en-bugey","VAUX-EN-BUGEY","vaux en bugey","Vaux-en-Bugey","V2512","FKSNBJ","01150","431","01431","1","17","6","1169","1003","1100","142","8.22","5.35","45.9167","3352","51031","+52113","455541","252","681"
"13","01","maillat","MAILLAT","maillat","Maillat","M430","MLT","01430","228","01228","4","22","6","668","664","700","59","11.31","5.55","46.1333","3557","51255","+53217","460745","497","825"
"14","01","faramans-01","FARAMANS","faramans","Faramans","F652","FRMNS","01800","156","01156","2","19","6","681","591","600","60","11.22","5.11667","45.9","3099","51002","+50732","455407","255","306"
"15","01","beon-01","BEON","beon","Béon","B500","BN","01350","039","01039","1","09","6","373","364","400","36","10.3","5.75","45.8333","3798","50950","+54519","455117","228","1412"
"16","01","saint-bernard-01","SAINT-BERNARD","saint bernard","Saint-Bernard","S5316563","SNTBRNRT","01600","339","01339","2","34","6","1375","1281","1400","436","3.15","4.73723","45.945","2667","51050","+44414","455642","167","198"
"17","01","rossillon","ROSSILLON","rossillon","Rossillon","R245","RSLN","01510","329","01329","1","36","6","148","147","100","18","8.07","5.6","45.8333","3619","50924","+53537","454955","324","1022"
"18","01","pont-d-ain","PONT-D'AIN","pont d ain","Pont-d'Ain","P535","PNTTN","01160","304","01304","2","25","5","2627","2309","2500","234","11.22","5.33333","46.05","3333","51165","+52011","460254","232","314"
"19","01","nantua","NANTUA","nantua","Nantua","N300","NNT","01460","269","01269","4","22","4","3713","3922","3600","290","12.79","5.61667","46.15","3633","51282","+53622","460912","427","1125"
"20","01","chavannes-sur-reyssouze","CHAVANNES-SUR-REYSSOUZE","chavannes sur reyssouze","Chavannes-sur-Reyssouze","C15262","XFNSSRRSS","01190","094","01094","2","26","6","680","580","700","41","16.55","5","46.4333","2952","51590","+45935","462550","175","218"
"21","01","neuville-les-dames","NEUVILLE-LES-DAMES","neuville les dames","Neuville-les-Dames","N142352","NFLLSTMS","01400","272","01272","2","10","6","1504","1232","1500","56","26.59","5","46.1667","2963","51291","+50013","460944","210","271"
"22","01","flaxieu","FLAXIEU","flaxieu","Flaxieu","F420","FLKS","01350","162","01162","1","36","6","63","50","100","22","2.79","5.73333","45.8167","3776","50898","+54407","454830","225","385"
"23","01","hotonnes","HOTONNES","hotonnes","Hotonnes","H352","HTNS","01260","187","01187","4","06","6","306","295","300","10","28.4","5.68333","46","3730","51109","+54136","455952","636","1338"
"24","01","saint-sorlin-en-bugey","SAINT-SORLIN-EN-BUGEY","saint sorlin en bugey","Saint-Sorlin-en-Bugey","S53264512","SNTSRLNNBJ","01150","386","01386","1","17","6","1061","938","1100","116","9.07","5.36667","45.8833","3371","50983","+52214","455306","196","700"
"25","01","songieu","SONGIEU","songieu","Songieu","S520","SNJ","01260","409","01409","1","09","6","130","123","100","6","20.58","5.7","45.9667","3740","51082","+54208","455824","567","1275"
"26","01","virieu-le-petit","VIRIEU-LE-PETIT","virieu le petit","Virieu-le-Petit","V6413","FRLPTT","01260","453","01453","1","09","6","309","281","300","18","16.36","5.71667","45.9","3764","51010","+54328","455431","419","1524"
"27","01","saint-denis-en-bugey","SAINT-DENIS-EN-BUGEY","saint denis en bugey","Saint-Denis-en-Bugey","S5352512","SNTTNSNBJ","01500","345","01345","1","01","6","2178","1939","2100","834","2.61","5.33333","45.95","3325","51058","+51945","455707","234","338"
"28","01","charnoz-sur-ain","CHARNOZ-SUR-AIN","charnoz sur ain","Charnoz-sur-Ain","C65265","XRNSSRN","01800","088","01088","2","19","6","911","808","900","137","6.62","5.21667","45.8667","3206","50969","+51318","455220","203","244"
"29","01","chazey-sur-ain","CHAZEY-SUR-AIN","chazey sur ain","Chazey-sur-Ain","C650","XSSRN","01150","099","01099","1","17","6","1464","1200","1400","66","21.95","5.25","45.9","3242","50992","+51516","455333","202","261"
"30","01","marchamp","MARCHAMP","marchamp","Marchamp","M6251","MRXMP","01680","233","01233","1","18","6","118","108","100","9","13.11","5.55","45.7833","3561","50874","+53230","454712","400","940"
"31","01","culoz","CULOZ","culoz","Culoz","C420","KLS","01350","138","01138","1","31","6","2909","2620","2900","150","19.36","5.78333","45.85","3828","50943","+54654","455055","226","1430"
"32","01","mantenay-montlin","MANTENAY-MONTLIN","mantenay montlin","Mantenay-Montlin","M35345","MNTNMNTLN","01560","230","01230","2","29","6","288","247","300","26","10.8","5.08333","46.4167","3068","51583","+50554","462528","180","222"
"33","01","marboz","MARBOZ","marboz","Marboz","M612","MRBS","01851","232","01232","2","11","6","2182","2164","2200","54","40.14","5.25","46.3333","3246","51492","+51530","462033","194","240"
